rebalance_date,fund_name,asset_family,portfolio_method,ticker,holding_asset_class,target_weight,estimation_start_date,estimation_end_date,estimation_observations
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,MMM,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,MRK,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,MS,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NEE,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NEM,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NKE,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NUE,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NVDA,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,O,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,OXY,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,PLD,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,PSA,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,QCOM,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,SBUX,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,SHW,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,SLB,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,SO,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,T,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,TMUS,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,TRX-USD,cryptocurrency,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,TTWO,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,UPS,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,USB,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,V,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,WFC,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,WMT,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,XLM-USD,cryptocurrency,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,XOM,equity,0.016666666666666666,2020-01-03,2020-12-31,252
2021-01-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,XRP-USD,cryptocurrency,0.016666666666666666,2020-01-03,2020-12-31,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ABBV,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ABT,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ADA-USD,cryptocurrency,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ADBE,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,AEP,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,AMD,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,AMGN,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,AMT,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,BA,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,BCH-USD,cryptocurrency,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,BTC-USD,cryptocurrency,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,CAT,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,CCI,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,CMCSA,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,COP,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,CVX,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,D,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,DD,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,DIS,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,DOW,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,DUK,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,EA,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,EOS-USD,cryptocurrency,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ETC-USD,cryptocurrency,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ETH-USD,cryptocurrency,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,GE,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,GILD,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,GS,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,INTC,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,KO,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,LTC-USD,cryptocurrency,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,MMM,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,MRK,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,MS,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NEE,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NEM,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NKE,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NUE,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NVDA,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,O,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,OXY,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,PLD,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,PSA,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,QCOM,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,SBUX,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,SHW,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,SLB,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,SO,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,T,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,TMUS,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,TRX-USD,cryptocurrency,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,TTWO,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,UPS,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,USB,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,V,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,WFC,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,WMT,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,XLM-USD,cryptocurrency,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,XOM,equity,0.016666666666666666,2020-01-31,2021-01-29,252
2021-02-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,XRP-USD,cryptocurrency,0.016666666666666666,2020-01-31,2021-01-29,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ABBV,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ABT,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ADA-USD,cryptocurrency,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ADBE,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,AEP,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,AMD,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,AMGN,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,AMT,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,BA,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,BCH-USD,cryptocurrency,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,BTC-USD,cryptocurrency,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,CAT,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,CCI,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,CMCSA,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,COP,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,CVX,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,D,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,DD,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,DIS,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,DOW,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,DUK,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,EA,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,EOS-USD,cryptocurrency,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ETC-USD,cryptocurrency,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ETH-USD,cryptocurrency,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,GE,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,GILD,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,GS,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,INTC,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,KO,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,LTC-USD,cryptocurrency,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,MMM,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,MRK,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,MS,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NEE,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NEM,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NKE,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NUE,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,NVDA,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,O,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,OXY,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,PLD,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,PSA,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,QCOM,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,SBUX,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,SHW,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,SLB,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,SO,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,T,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,TMUS,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,TRX-USD,cryptocurrency,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,TTWO,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,UPS,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,USB,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,V,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,WFC,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,WMT,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,XLM-USD,cryptocurrency,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,XOM,equity,0.016666666666666666,2020-02-28,2021-02-26,252
2021-03-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,XRP-USD,cryptocurrency,0.016666666666666666,2020-02-28,2021-02-26,252
2021-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ABBV,equity,0.016666666666666666,2020-04-01,2021-03-31,252
2021-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ABT,equity,0.016666666666666666,2020-04-01,2021-03-31,252
2021-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ADA-USD,cryptocurrency,0.016666666666666666,2020-04-01,2021-03-31,252
2021-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,ADBE,equity,0.016666666666666666,2020-04-01,2021-03-31,252
2021-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,AEP,equity,0.016666666666666666,2020-04-01,2021-03-31,252
2021-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,AMD,equity,0.016666666666666666,2020-04-01,2021-03-31,252
2021-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,AMGN,equity,0.016666666666666666,2020-04-01,2021-03-31,252
2021-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,AMT,equity,0.016666666666666666,2020-04-01,2021-03-31,252
2021-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,BA,equity,0.016666666666666666,2020-04-01,2021-03-31,252
2021-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,BCH-USD,cryptocurrency,0.016666666666666666,2020-04-01,2021-03-31,252
2021-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,BTC-USD,cryptocurrency,0.016666666666666666,2020-04-01,2021-03-31,252
2021-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,CAT,equity,0.016666666666666666,2020-04-01,2021-03-31,252
2021-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,CCI,equity,0.016666666666666666,2020-04-01,2021-03-31,252
2021-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,CMCSA,equity,0.016666666666666666,2020-04-01,2021-03-31,252
